gram,counts
true href rel,4438
rel nofollow twitter,3739
nofollow twitter web,2595
twitter web app,2228
stay at home,1061
new york times,1054
nofollow twitter android,929
new york city,784
great success story,765
helping share taiwanmodel,722
share taiwanmodel combating,722
medical examiners releasing,709
health care workers,640
shelter in place,637
towards cashless society,575
meat processing plants,569
world health organization,559
big tech censors,552
give subscribers payment,551
slaughterhouses stay open,551
subscribers payment break,550
payment break decrease,542
far higher reported,541
plants stay open,539
death toll far,536
toll far higher,526
cashless society know,499
higher reported data,498
risk since slaughterhouses,490
long term care,490
decision would put,489
since slaughterhouses hotbeds,487
entire country risk,487
look ppe shortages,487
would put entire,486
stay open decision,486
country risk since,486
open decision would,486
force slaughterhouses stay,486
stop plans force,485
plans force slaughterhouses,485
controversial wuhan lab,469
early treatment 100,443
vitc early treatment,443
treatment 100 effective,443
